,Survived,Pclass,Age,SibSp,Parch,Fare,C,Q,S,Sex
1003,1,2,23.93631216249094,0,0,13.050421660955923,0,0,0,1
1004,1,1,33.205193452546226,0,0,139.31965917274428,0,0,0,1
1005,0,1,32.45675881306026,0,1,152.5007367486652,0,0,1,1
1006,0,2,7.599972176090765,2,1,21.26751339025632,0,0,1,1
1007,0,3,19.833068243885986,0,0,8.531742355435894,0,0,0,1
1008,0,3,28.203784722855655,0,1,10.729550603954214,0,0,1,1
1009,1,3,4.5759434722423435,1,1,20.431537195347108,0,0,0,1
1010,1,2,29.761322610909488,0,0,12.95823145690916,0,0,1,1
1011,0,3,18.203525587115788,0,0,7.79111922649957,0,0,1,1
1012,0,3,29.69911764705882,1,0,14.456665844636058,1,0,0,1
1013,0,2,36.04018524708407,0,0,26.04185963237924,0,0,0,1
1014,1,1,29.69911764705882,0,0,52.639183833863264,0,0,1,1
1015,1,2,18.0,0,0,10.319477596072023,0,0,1,1
1016,1,1,51.00355060389863,0,0,77.96199262805457,0,0,0,1
1017,0,2,43.66192764207266,0,0,13.805591725700689,0,0,0,1
1018,1,1,32.300890436552095,0,0,91.88937669441353,0,0,1,1
1019,0,2,17.0,0,0,12.219245281007593,1,0,0,1
1020,1,3,29.69911764705882,1,0,16.1,0,0,1,1
1021,0,2,42.26622294557765,1,5,47.36778287219425,0,0,1,1
1022,1,1,36.890750183086766,0,0,157.40233408467134,0,0,1,1
1023,1,1,36.35684961896118,1,0,86.17224032699222,0,0,0,1
1024,1,1,34.953178007518936,1,0,90.0,0,0,0,1
1025,1,1,38.642948975828055,0,0,135.0342491851388,1,0,0,1
1026,0,2,4.212530889915416,2,1,38.17909943770171,0,0,1,1
1027,1,2,35.0,0,0,20.99489256011828,0,0,1,1
1028,1,1,30.197049639821888,0,0,111.79875860730519,1,0,0,1
1029,1,1,40.81371813872901,0,0,134.5,1,0,0,1
1030,0,3,14.98525698953624,0,0,14.45499582146284,1,0,0,1
1031,0,3,29.69911764705882,3,1,25.4667,0,0,1,1
1032,1,3,29.69911764705882,0,0,7.78497369627679,0,1,0,1
1033,1,1,40.49220723000758,0,0,56.52051945452635,0,0,0,1
1034,0,1,24.719052921601673,1,0,69.33154229154985,0,0,0,1
1035,0,2,36.4502822449036,0,0,11.463411839266463,0,0,1,1
1036,1,3,29.69911764705882,1,0,15.662121860997827,0,0,0,1
1037,0,2,40.36812356270993,0,0,17.39275139859307,0,0,1,1
1038,1,1,59.41449022575338,0,0,76.40759673691862,1,0,0,1
1039,0,3,39.0,0,5,30.138834165267777,0,0,0,1
1040,1,1,35.16881901588157,0,1,118.79737039140632,0,0,0,1
1041,1,1,55.738688748628356,0,0,147.39287468409148,0,0,0,1
1042,1,1,41.50593109136525,0,0,216.17454809170502,0,0,0,1
1043,0,3,20.0,0,0,9.699153826333415,0,0,1,1
1044,0,2,40.0,0,0,10.782203116827343,0,0,1,1
1045,0,2,16.498603183793772,3,1,51.93589215631709,0,0,1,1
1046,1,1,31.49110952756116,0,0,31.559166072835435,0,0,0,1
1047,1,2,34.12715229528992,0,0,13.0,0,0,1,1
1048,1,3,1.0422526136767551,0,1,15.595751021837753,0,0,0,1
1049,1,1,23.126264944154194,0,0,68.12045767460816,0,0,0,1
1050,1,2,28.836024678171988,0,0,13.0,0,0,1,1
1051,1,3,29.69911764705882,0,0,7.76131364335312,0,1,0,1
1052,0,3,29.69911764705882,8,2,69.55,0,0,1,1
1053,1,2,30.82675687502187,1,0,20.60729048436461,0,0,1,1
1054,1,2,18.240687655961207,0,0,23.722062967883616,0,0,1,1
1055,1,3,29.69911764705882,0,0,7.853050326765662,0,1,0,1
1056,1,2,24.0,0,0,13.540643483749918,0,0,1,1
1057,1,1,47.506094557854084,0,0,150.56777463376358,0,0,0,1
1058,1,1,33.998801463299735,0,0,217.5619691297819,0,0,0,1
1059,1,1,33.0,0,0,89.28679994643905,0,0,0,1
1060,0,2,17.0,0,0,12.870081654968114,1,0,0,1
1061,1,1,49.32808060987,1,0,76.83008478753503,1,0,0,1
1062,0,2,57.8553725237295,0,0,10.369912095349472,0,0,1,1
1063,1,2,29.14852155229045,0,0,12.44721447406331,0,0,0,1
1064,0,3,30.094798203282238,0,0,8.585874612286966,0,0,1,1
1065,0,3,3.179576601954401,3,1,21.075,0,0,1,1
1066,1,1,23.5331498224277,0,0,227.525,1,0,0,1
1067,1,1,37.69036922073885,0,1,75.87389791979703,0,0,1,1
1068,1,2,22.977919747598808,1,1,29.325973249199603,0,0,1,1
1069,1,3,29.69911764705882,0,1,22.3583,1,0,0,1
1070,1,3,29.69911764705882,0,0,7.833975666730877,0,1,0,1
1071,1,1,19.948959601356655,2,2,262.57801662514134,0,0,0,1
1072,1,2,28.0,0,0,13.0,0,0,1,1
1073,1,2,29.18769120312485,1,0,26.023461400390605,0,0,1,1
1074,0,2,8.868044268890587,2,2,27.68227304366947,0,0,1,1
1075,1,3,20.7038322335894,0,0,7.680238728950522,0,0,1,1
1076,1,1,36.593999662692255,1,1,122.15324877725942,0,0,0,1
1077,1,1,22.690454846085412,0,0,73.07947826871289,0,0,0,1
1078,1,1,16.881783853939286,0,0,87.84595487465293,0,0,0,1
1079,1,3,26.0,0,0,7.898167855758428,0,0,1,1
1080,1,1,38.29337077871469,0,0,153.28117064523843,0,0,1,1
1081,1,3,29.69911764705882,0,0,7.75,0,1,0,1
1082,1,3,29.69911764705882,0,0,7.75,0,1,0,1
1083,0,3,29.69911764705882,1,0,14.729202900914373,0,0,0,1
1084,1,1,31.813467098511765,0,0,92.23057303104176,0,0,1,1
1085,1,1,22.0,0,1,49.89241364412528,0,0,0,1
1086,1,1,37.012125294145704,1,0,86.55841059376084,0,0,0,1
1087,1,3,2.983157034271896,0,0,11.79850044822065,0,0,1,1
1088,0,2,24.0,0,0,13.0,0,0,1,1
1089,1,3,4.155758844726519,1,1,17.09847785246385,0,0,0,1
1090,1,1,33.32752411555757,1,0,52.752940142716824,0,0,1,1
1091,0,3,18.0,0,0,6.926432234034449,0,0,0,1
1092,0,3,9.78870650595836,2,2,33.152504915764546,0,0,1,1
1093,1,1,50.41500257868444,0,1,24.75019574108626,0,0,1,1
1094,0,3,20.727052562016542,0,0,9.507698603344227,0,0,1,1
1095,0,2,42.355644421684325,1,0,26.225241467066738,0,0,1,1
1096,1,1,47.88028610132271,1,0,39.591021457599204,0,0,0,1
1097,1,1,21.715614884462127,1,0,112.33846918658698,1,0,0,1
1098,0,2,24.628461297562875,0,1,15.002769038050301,0,0,1,1
1099,1,3,29.69911764705882,0,0,7.75,0,1,0,1
1100,0,3,18.0,1,0,17.993092497335883,0,0,1,1
1101,0,3,31.0,0,0,8.30658263643566,0,0,1,1
1102,0,3,29.69911764705882,1,0,14.761296357810119,0,0,0,1
1103,1,2,28.555649320285585,1,0,25.11129864057117,0,0,0,1
1104,0,2,44.470200140782126,1,4,44.753507794458095,0,0,0,1
1105,1,3,29.69911764705882,0,1,22.3583,1,0,0,1
1106,1,1,31.20199937281817,0,0,92.0976673983788,0,0,0,1
1107,0,3,19.201542891346993,0,0,8.017107119075774,0,0,1,1
1108,1,3,29.69911764705882,0,0,7.851373774472408,0,1,0,1
1109,0,2,10.283629956745761,0,1,23.71037356704407,0,0,1,1
1110,0,2,27.31298148059905,1,0,21.93894444179715,0,0,0,1
1111,1,2,28.206103937833095,1,0,26.0,0,0,1,1
1112,1,2,33.25485148221472,0,0,13.0,0,0,1,1
1113,0,3,16.358237299414217,0,0,14.4542,1,0,0,1
1114,1,1,32.52181513335441,0,0,114.96744008258682,0,0,0,1
1115,1,2,5.229535618567077,0,1,23.99899769008575,0,0,1,1
1116,1,2,24.339923777061127,1,1,26.660076222938873,0,0,1,1
1117,1,3,21.622096648607208,0,0,7.727762081075901,0,0,1,1
1118,1,1,18.911973441900784,2,2,262.375,1,0,0,1
1119,1,2,30.0,0,0,12.362667107593552,0,0,0,1
1120,1,3,29.69911764705882,0,0,7.7408660613787115,0,1,0,1
1121,0,2,5.770635766112962,3,1,32.160919353388685,0,0,1,1
1122,1,3,21.0510475932722,0,0,7.65510475932722,0,0,1,1
1123,1,3,1.9456909637556241,0,1,12.475094272995323,0,0,0,1
1124,1,3,29.69911764705882,0,0,7.871338612614882,0,1,0,1
1125,1,1,21.735324206288507,2,2,262.8419155257861,0,0,0,1
1126,1,3,14.00513545107934,1,0,11.258197636592378,1,0,0,1
1127,1,3,29.69911764705882,1,0,16.053069810710486,0,0,0,1
1128,1,3,0.8510110569251798,1,1,17.83743806886765,1,0,0,1
1129,1,2,32.460723290426124,0,0,32.67894894387442,0,0,1,1
1130,1,3,17.59228161550425,3,1,7.90403323081115,0,0,1,1
1131,0,3,29.846738112276963,0,2,20.842147019123836,0,0,1,1
1132,1,3,29.69911764705882,0,0,7.8792,0,1,0,1
1133,0,2,25.748587726592866,1,0,26.0,0,0,1,1
1134,1,3,4.381911206548358,0,0,12.436369450409272,0,0,1,1
1135,1,1,29.69911764705882,0,0,52.171945982995595,0,0,1,1
1136,1,2,29.259743063863553,0,0,12.427576956008165,0,0,0,1
1137,1,2,32.84575039836902,0,1,22.047744078654443,0,0,1,1
1138,0,2,44.16331220582707,1,2,27.370097730357145,0,0,1,1
1139,0,2,18.0,0,1,14.439486729692321,0,0,0,1
1140,1,3,29.69911764705882,0,0,7.75,0,1,0,1
1141,1,1,31.559942793904725,0,0,86.5,0,0,1,1
1142,1,2,3.5548764103691526,1,1,40.14806276237588,0,0,0,1
1143,1,1,21.56129699613938,0,0,55.17548120154425,0,0,1,1
1144,1,1,29.91964007360295,0,0,85.3437534140591,0,0,0,1
1145,0,3,29.818774696120734,1,0,15.5,0,1,0,1
1146,1,3,29.69911764705882,0,0,7.564166439699656,0,0,0,1
1147,0,3,9.224683007215361,2,2,27.057438722942397,0,0,1,1
1148,0,2,43.3317405084526,1,0,26.0,0,0,1,1
1149,1,1,37.23123092872396,0,0,71.17440386105375,0,0,0,1
1150,1,1,26.001368555875374,0,0,50.79929452286132,0,0,0,1
1151,0,3,21.023455754780894,0,0,9.82529319693476,0,0,1,1
1152,0,2,7.120344153747318,0,2,26.165759092376877,0,0,1,1
1153,0,3,30.16788608394633,0,0,8.665992030546084,0,0,1,1
